timestamp,device_id,temperature,humidity
2026-06-24T16:18:25,8C:4F:00:FA:6A:B5,"28,7","90,3"
2026-06-24T16:19:25,8C:4F:00:FA:6A:B5,"28,8","90,4"
2026-06-24T16:20:25,8C:4F:00:FA:6A:B5,"28,8","90,6"
2026-06-24T16:21:25,8C:4F:00:FA:6A:B5,"28,8","90,6"
2026-06-24T16:22:25,8C:4F:00:FA:6A:B5,"28,8","90,5"
2026-06-24T16:23:25,8C:4F:00:FA:6A:B5,"28,7","90,2"
2026-06-24T16:24:25,8C:4F:00:FA:6A:B5,"28,7","89,8"
2026-06-24T16:25:25,8C:4F:00:FA:6A:B5,"28,7","89,7"
2026-06-24T16:26:25,8C:4F:00:FA:6A:B5,"28,7",90
2026-06-24T16:27:25,8C:4F:00:FA:6A:B5,"28,7","89,9"
2026-06-24T16:28:25,8C:4F:00:FA:6A:B5,"28,7",90
2026-06-24T16:29:25,8C:4F:00:FA:6A:B5,"28,7","90,2"
2026-06-24T16:30:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T16:31:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T16:32:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:33:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T16:34:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T16:35:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T16:36:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T16:37:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:38:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:39:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:40:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:41:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:42:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T16:43:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T16:44:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T16:45:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T16:46:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T16:47:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T16:48:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T16:49:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T16:50:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T16:51:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T16:52:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T16:53:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T16:54:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T16:55:25,8C:4F:00:FA:6A:B5,"28,8","91,1"
2026-06-24T16:56:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T16:57:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T16:58:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T16:59:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:00:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:01:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:02:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:03:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:04:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:05:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:06:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:07:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:08:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:09:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T17:10:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T17:11:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T17:12:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T17:13:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T17:14:25,8C:4F:00:FA:6A:B5,"28,8","91,3"
2026-06-24T17:15:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T17:16:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T17:17:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:18:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:19:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:20:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:21:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:22:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:23:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:24:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:25:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:26:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:27:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:28:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:29:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:30:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:31:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T17:32:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:33:25,8C:4F:00:FA:6A:B5,"28,7","90,4"
2026-06-24T17:34:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T17:35:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:36:25,8C:4F:00:FA:6A:B5,"28,7","90,2"
2026-06-24T17:37:25,8C:4F:00:FA:6A:B5,"28,7","90,5"
2026-06-24T17:38:25,8C:4F:00:FA:6A:B5,"28,7","90,6"
2026-06-24T17:39:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:40:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:41:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:42:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:43:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:44:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T17:45:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T17:46:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:47:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:48:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:49:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T17:50:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:51:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:52:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:53:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:54:25,8C:4F:00:FA:6A:B5,"28,7","90,7"
2026-06-24T17:55:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T17:56:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:57:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:58:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T17:59:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:00:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T18:01:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:02:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:03:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T18:04:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T18:05:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T18:06:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T18:07:25,8C:4F:00:FA:6A:B5,"28,7","90,8"
2026-06-24T18:08:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:09:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:10:25,8C:4F:00:FA:6A:B5,"28,7","90,9"
2026-06-24T18:11:25,8C:4F:00:FA:6A:B5,"28,7",91
2026-06-24T18:12:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:13:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:14:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:15:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:16:25,8C:4F:00:FA:6A:B5,"28,6","91,1"
2026-06-24T18:17:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:18:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:19:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:20:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:21:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:22:25,8C:4F:00:FA:6A:B5,"28,6","91,3"
2026-06-24T18:23:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:24:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:25:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T18:26:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T18:27:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:28:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:29:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:30:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:31:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:32:25,8C:4F:00:FA:6A:B5,"28,7","91,1"
2026-06-24T18:33:25,8C:4F:00:FA:6A:B5,"28,6","91,2"
2026-06-24T18:34:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:35:25,8C:4F:00:FA:6A:B5,"28,6","91,2"
2026-06-24T18:36:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T18:37:25,8C:4F:00:FA:6A:B5,"28,6","91,3"
2026-06-24T18:38:25,8C:4F:00:FA:6A:B5,"28,6","91,2"
2026-06-24T18:39:25,8C:4F:00:FA:6A:B5,"28,6","91,2"
2026-06-24T18:40:25,8C:4F:00:FA:6A:B5,"28,6","91,2"
2026-06-24T18:41:25,8C:4F:00:FA:6A:B5,"28,7","91,2"
2026-06-24T18:42:25,8C:4F:00:FA:6A:B5,"28,7","91,3"
2026-06-24T18:43:25,8C:4F:00:FA:6A:B5,"28,6","91,3"
2026-06-24T18:44:25,8C:4F:00:FA:6A:B5,"28,6","91,3"
2026-06-24T18:45:25,8C:4F:00:FA:6A:B5,"28,7","91,4"
2026-06-24T18:46:25,8C:4F:00:FA:6A:B5,"28,6","91,4"
2026-06-24T18:47:25,8C:4F:00:FA:6A:B5,"28,6","91,4"
2026-06-24T18:48:25,8C:4F:00:FA:6A:B5,"28,7","91,4"
2026-06-24T18:49:25,8C:4F:00:FA:6A:B5,"28,6","91,3"
2026-06-24T18:50:25,8C:4F:00:FA:6A:B5,"28,7","91,4"
2026-06-24T18:51:25,8C:4F:00:FA:6A:B5,"28,6","91,4"
2026-06-24T18:52:25,8C:4F:00:FA:6A:B5,"28,6","91,4"
2026-06-24T18:53:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T18:54:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T18:55:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T18:56:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T18:57:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T18:58:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T18:59:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:00:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:01:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:02:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:03:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:04:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:05:25,8C:4F:00:FA:6A:B5,"28,6","91,1"
2026-06-24T19:06:25,8C:4F:00:FA:6A:B5,"28,6","91,4"
2026-06-24T19:07:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:08:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:09:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:10:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:11:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:12:25,8C:4F:00:FA:6A:B5,"28,6","91,5"
2026-06-24T19:13:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:14:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:15:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:16:25,8C:4F:00:FA:6A:B5,"28,6","91,6"
2026-06-24T19:17:25,8C:4F:00:FA:6A:B5,"28,6","91,7"
2026-06-24T19:18:25,8C:4F:00:FA:6A:B5,"28,6","91,7"
2026-06-24T19:19:25,8C:4F:00:FA:6A:B5,"28,6","91,8"
2026-06-24T19:20:25,8C:4F:00:FA:6A:B5,"28,6","91,9"
2026-06-24T19:21:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:22:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:23:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:24:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:25:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:26:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:27:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:28:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:29:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:30:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:31:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:32:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:33:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:34:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:35:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:36:25,8C:4F:00:FA:6A:B5,"28,6","91,9"
2026-06-24T19:37:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:38:25,8C:4F:00:FA:6A:B5,"28,6","91,9"
2026-06-24T19:39:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:40:25,8C:4F:00:FA:6A:B5,"28,6","91,9"
2026-06-24T19:41:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:42:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:43:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:44:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:45:25,8C:4F:00:FA:6A:B5,"28,6",92
2026-06-24T19:46:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:47:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:48:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:49:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:50:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:51:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:52:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T19:53:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:54:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:55:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:56:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:57:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:58:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T19:59:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:00:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:01:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:02:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:03:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:04:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:05:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:06:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:07:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:08:25,8C:4F:00:FA:6A:B5,"28,6","92,1"
2026-06-24T20:09:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:10:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:11:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:12:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:13:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:14:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:15:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:16:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:17:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:18:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:19:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:20:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:21:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:22:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:23:25,8C:4F:00:FA:6A:B5,"28,5","92,2"
2026-06-24T20:24:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:25:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:26:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:27:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:28:25,8C:4F:00:FA:6A:B5,"28,6","92,2"
2026-06-24T20:29:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:30:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:31:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:32:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:33:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:34:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:35:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:36:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:37:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:38:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:39:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:40:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:41:25,8C:4F:00:FA:6A:B5,"28,6","92,3"
2026-06-24T20:42:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:43:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:44:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:45:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:46:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:47:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:48:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:49:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:50:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:51:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:52:25,8C:4F:00:FA:6A:B5,"28,5","92,5"
2026-06-24T20:53:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T20:54:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:55:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T20:56:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T20:57:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:58:25,8C:4F:00:FA:6A:B5,"28,6","92,4"
2026-06-24T20:59:25,8C:4F:00:FA:6A:B5,"28,5","92,5"
2026-06-24T21:00:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T21:01:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T21:02:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T21:03:25,8C:4F:00:FA:6A:B5,"28,6","92,7"
2026-06-24T21:04:25,8C:4F:00:FA:6A:B5,"28,6","92,6"
2026-06-24T21:05:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T21:06:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:07:25,8C:4F:00:FA:6A:B5,"28,6","92,6"
2026-06-24T21:08:25,8C:4F:00:FA:6A:B5,"28,6","92,5"
2026-06-24T21:09:25,8C:4F:00:FA:6A:B5,"28,5","92,4"
2026-06-24T21:10:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:11:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:12:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:13:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:14:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:15:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:16:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:17:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:18:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:19:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:20:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:21:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:22:25,8C:4F:00:FA:6A:B5,"28,5","92,6"
2026-06-24T21:23:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:24:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:25:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:26:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:27:25,8C:4F:00:FA:6A:B5,"28,5","92,9"
2026-06-24T21:28:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:29:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:30:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:31:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:32:25,8C:4F:00:FA:6A:B5,"28,5","92,7"
2026-06-24T21:33:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:34:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:35:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:36:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:37:25,8C:4F:00:FA:6A:B5,"28,5","92,8"
2026-06-24T21:38:25,8C:4F:00:FA:6A:B5,"28,5","92,9"
2026-06-24T21:39:25,8C:4F:00:FA:6A:B5,"28,5","92,9"
2026-06-24T21:40:25,8C:4F:00:FA:6A:B5,"28,5","92,9"
